,id,argument,tsne_30_x,tsne_30_y,argument_id,name,cluster_id,kp
109,110,"(see eg.  No. 10530/83, Dec. 16.5.85, D.R. 42 p. 171).",84.07271,-3.1964605,110,02.txt,0,The European Commission has received a complaint under the Convention on the Elimination of All Forms of Discrimination against Women (CEDAW).
110,111,"the alleged
events seem to have occurred in November 1993 and the investigation has
not yet been concluded. The Commission is not satisfied in view of the
delays involved that this inquiry can be considered as furnishing an
effective remedy for the purposes of Article 26 (Art. 26) of the
Convention.",64.50882,27.691534,111,02.txt,0,The European Commission has received a complaint under the Convention on the Elimination of All Forms of Discrimination against Women (CEDAW).
111,112,"Given that these circumstances do not disclose any indication
of a delay on the part of the applicant in introducing his application
once it must have become apparent that no redress for his complaints
was forthcoming, the Commission considers that the relevant date for
the purposes of the six months time limit should not be considered to
be a date earlier than February 1994.",55.629627,-40.710876,112,02.txt,0,The European Commission has received a complaint under the Convention on the Elimination of All Forms of Discrimination against Women (CEDAW).
113,114,"In these
circumstances, the question arises whether the complaints insofar as
they relate to specific acts carried out on 13 November 1993 have been
introduced out of time, given that the application was introduced on
30 June 1993.",57.966274,-38.460594,114,02.txt,0,The European Commission has received a complaint under the Convention on the Elimination of All Forms of Discrimination against Women (CEDAW).
106,107,"However,
special considerations could apply in exceptional cases where an
applicant first avails himself of a domestic remedy and only at a later
stage becomes aware, or should have become aware, of the circumstances
which make that remedy ineffective.",31.544292,76.64191,107,02.txt,1,The six-month period from the date on which an applicant first applies for a domestic remedy to the date on which he or she first applies for a domestic remedy will not change.
107,108,"becomes aware, or should have become aware, of the circumstances
which make that remedy ineffective.",31.02226,76.11154,108,02.txt,1,The six-month period from the date on which an applicant first applies for a domestic remedy to the date on which he or she first applies for a domestic remedy will not change.
112,113,"In such a situation, the six months
period might be calculated from the time when the applicant becomes
aware, or should have become aware, of these circumstances",32.502285,77.69922,113,02.txt,1,The six-month period from the date on which an applicant first applies for a domestic remedy to the date on which he or she first applies for a domestic remedy will not change.
114,115,"The Commission does not deem it necessary to determine whether
there exists an administrative practice on the part of Turkish
authorities tolerating abuses of human rights of the kind alleged by
the applicants, because it agrees with the applicants that it has not
been established that they had at their disposal adequate remedies
under the state of emergency to deal effectively with their complaints.",30.071383,-54.175163,115,03.txt,0,The European Commission has decided not to open an investigation into alleged human rights abuses by the Turkish authorities under the state of emergency imposed following the attempted coup on 15 July 2016.
115,116,"In the present case, the Government have not provided any
additional information which might lead the Commission to depart from
the above conclusions in respect of remedies available for the
destruction of homes and property in villages and towns.",35.824966,-49.031734,116,03.txt,0,The European Commission has decided not to open an investigation into alleged human rights abuses by the Turkish authorities under the state of emergency imposed following the attempted coup on 15 July 2016.
120,121,"The Commission does not deem it necessary to determine whether
there exists an administrative practice on the part of Turkish
authorities tolerating abuses of human rights of the kind alleged by
the applicants, because it agrees with the applicants that it has not
been established that they had at their disposal adequate remedies
under the state of emergency to deal effectively with their complaints.",30.595814,-54.293274,121,03.txt,0,The European Commission has decided not to open an investigation into alleged human rights abuses by the Turkish authorities under the state of emergency imposed following the attempted coup on 15 July 2016.
121,122,"In the present case, the Government have not provided any
additional information which might lead the Commission to depart from
the above conclusions in respect of remedies available for the
destruction of homes and property in villages and towns.",35.824966,-49.031734,122,03.txt,0,The European Commission has decided not to open an investigation into alleged human rights abuses by the Turkish authorities under the state of emergency imposed following the attempted coup on 15 July 2016.
