kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,"72), a ""pro victima"" approach in favour of admissibility in order to allow the Convention institutions to consider the alleged complaints.",0,1951,3,4,205,343,21,0.4158607721
none,73 of the Social Services Act the third and the fourth applicant had.,0,1311,2,5,85,154,13,0.3382599354
none,75 S.Ct.11):,0,1501,1,2,134,146,4,0.3804100752
none,"76, in conjunction with pp.",0,1037,4,7,504,531,5,0.2999696732
none,"77, p.
 18, para.",0,99,3,7,95,112,4,0.3137589395
none,"77, p.
 18, para.",0,119,3,7,95,112,4,0.3137589395
none,"7987/77, Dec. 13.12.79, D.R.",0,1348,9,12,455,483,8,0.3316874802
none,"7987/77, X v. Austria, Dec. 13.12.79, D.R.",0,173,4,7,206,248,11,0.3149695098
none,8) (see paragraphs 83 to 95 above).,0,1686,2,3,197,232,7,0.5510599613
none,8) cannot be considered to impose on a State a general obligation to respect the choice by married couples of the country of their matrimonial residence and to authorise family reunion in its territory.,0,592,1,2,58,260,35,0.4644344449
none,8) do not lend themselves to precise definition.,0,555,1,2,105,153,8,0.3907399178
none,8) in this connection have already been found in the present judgment to have been compatible with the requirements of Article 8 (art.,0,1686,1,3,62,196,23,0.4133246541
none,8) may include at least the ties between near relatives.,0,1278,2,8,82,138,10,0.3972771466
none,8) of the Convention - as it has jurisdiction to do,0,400,1,2,232,283,10,0.3481905162
none,"8) of the Convention which provides:
 

  ""1.",0,168,1,12,28,72,7,0.2847332358
none,"8) of the Convention, cannot find any.",0,1342,2,5,91,129,8,0.2954107821
none,"8) of the Convention, which provides: 
 ""1.",0,539,1,4,29,72,7,0.3023947477
none,8) of the Convention.,0,154,1,2,22,43,4,0.3522628248
none,8) of the European Convention on Human Rights.,0,671,1,2,149,195,8,0.4384098649
none,8-1) of the Convention.,0,1152,2,3,226,249,5,0.3633572757
none,8-2) for the State to take effective measures for the prevention of terrorist crimes,0,1658,2,3,224,308,15,0.4727222025
none,8-2) of that provision in the interests.,0,1285,7,9,231,271,8,0.3036838174
none,8-2) of that provision in the interests.,0,1296,7,9,231,271,8,0.3036838174
none,8-2) of the Convention.,0,1122,3,4,267,290,5,0.3707908094
none,8-2) of the Convention.,0,1123,2,3,199,222,5,0.3707908094
none,8-2)) the Commission first recalls that the.,0,1322,2,6,87,131,8,0.2725919485
none,8-2)of that provision in.,0,1330,7,9,252,277,5,0.2896284759
none,"8.12.92, D.R.",0,1471,3,5,52,65,5,0.293033421
none,"84, p. 20, para.",0,204,1,3,88,104,4,0.3162493706
none,9 and 13 above),0,1115,1,2,172,187,4,0.3564136922
none,"9013/80, Dec.
 11.12.82, D.R.",0,1213,7,9,104,133,8,0.3372743428
none,"9013/80, Dec. 11.12.82, D.R.",0,161,6,8,102,130,8,0.3372743428
none,"9013/80, Dec. 11.12.82, D.R.",0,162,6,8,257,285,8,0.3372743428
none,"9118/80, Dec.
 9.3.83, D.R.",0,1198,8,10,383,410,8,0.3502131999
none,"9248/81, Dec. 10.10.83, D.R.",0,164,2,4,191,219,8,0.3452820182
none,"9248/81, Dec. 10.10.83, D.R.",0,1198,6,10,336,364,8,0.3452820182
none,A certain margin of appreciation in deciding what measures to take both in general and in particular cases should be left to the national authorities.,0,1656,0,1,0,150,25,0.5467836261
none,A complaint to the Commission must.,0,1258,0,3,0,35,6,0.337371558
none,"A journalist's good intentions are not enough in such a situation, especially in a case in which he has himself provoked the racist statements.",0,728,0,1,0,143,24,0.533932507
none,A usual consequence of the implementation of Article 5 para.,0,1726,0,5,0,60,10,0.344604969
none,"A week later, when his.",0,1450,0,3,0,23,5,0.309304297
none,A wider sentencing regime is not.,0,1079,0,4,0,33,6,0.4205002487
none,According to Article 26 (Art.,0,1361,0,3,0,29,5,0.2972036898
none,"According to the Court's case-law, it is possible for a higher tribunal, in certain circumstances, to make reparation for an initial violation of the Convention",0,1515,0,1,0,160,26,0.4934537709
none,"According to the Government, on the other hand, it was apparent from the trial evidence",0,1631,0,1,0,87,15,0.3964404464
none,"According to the applicant, the order has a chilling effect.",0,1176,0,4,0,60,10,0.5230466723
none,According to this incident report an intense clash had taken place which lasted for twenty minutes.,0,772,0,1,0,99,16,0.4519144595
none,"Accordingly, as the Court held in its Kokkinakis v. Greece judgment of 25 May 1993 (Series A no.",0,338,0,4,0,96,18,0.3667589426
none,"Accordingly, as the Court held in its Kokkinakis v. Greece judgment of 25 May 1993 (Series A no.",0,360,0,4,0,96,18,0.3667589426
none,"Accordingly, it has recognised that Article 26 (art.",0,244,0,2,0,52,8,0.3048328459
none,"Accordingly, it recognised that Article 26 (art.",0,1917,0,2,0,48,7,0.2883858383
none,Administrative Board occurred on 13 November 1993.,0,105,4,5,277,327,7,0.4139490724
none,Administrative Court of Appeal examined the first applicant's criticism.,0,1315,2,5,75,147,9,0.443526417
none,Administrative Court ordered the second applicant's placement in public.,0,1272,3,5,150,222,9,0.3917036057
none,Administrative Court the other applicants gave reason to believe that.,0,1292,1,4,29,99,10,0.3796719313
none,"Admittedly, the Prosecutor-General had not been in a position at the time to ascertain whether there was criminal intent.",0,889,0,1,0,121,20,0.4408024549
none,"Admittedly, the Road Traffic Act 1960 was not one of the four laws designated in the reservation.",0,1736,0,1,0,97,17,0.3827829957
none,"Admittedly, the Road Traffic Act 1960 was not one of the four laws designated in the reservation.",0,845,0,1,0,97,17,0.3827829957
none,"Admittedly, the Road Traffic Act 1960 was not one of the four laws designated in the reservation.",0,489,0,1,0,97,17,0.3827829957
none,"Admittedly, the item did not explicitly recall the immorality, dangers and unlawfulness of the promotion of racial hatred and of ideas of superiority of one race.",0,722,0,1,0,162,26,0.4347113073
none,"Advocate was considered and found acceptable by the Divisional Court,
 and submit that the prosecuting officer did all that was possible to.",0,1076,2,4,72,212,22,0.3525613248
none,After the Convention entered into.,0,1428,0,5,0,34,5,0.3436459899
none,Against this background the Court cannot find that the proceedings taken as a whole were fair.,0,1056,0,1,0,94,17,0.4536615908
none,"Against this background the Court concludes that the applicant's sentence, after the expiration of his tariff, is more comparable to a discretionary life sentence.",0,621,0,1,0,163,24,0.494912982
none,All communication was via a sound link.,0,981,0,1,0,39,7,0.6452801228
none,"Although such conduct contributed to prolonging the proceedings, it is not in itself sufficient to explain the length of the extensive proceedings.",0,479,0,1,0,147,22,0.4807845652
none,"Although there is authority for the proposition that, if a violation of the principle of impartiality is found, it is not necessary to examine other complaints under Article 6 of the Convention",0,1579,0,1,0,193,32,0.5347973704
none,"Although these were undoubtedly the core of the evidence, there were also statements by identified witnesses, there was some technical evidence and there was the recording of the telephone conversation.",0,1035,0,1,0,202,30,0.4926302135
none,"An applicant does not need to exercise remedies which, although theoretically of a nature to constitute remedies, do not in reality offer any chance of redressing the alleged breach (cf.",0,164,0,4,0,186,30,0.5264136195
none,Another key group in guaranteeing effective investigation and protection is the medical profession.,0,80,0,1,0,99,13,0.7696059942
none,"Any purported remedy is illusory, inadequate.",0,126,0,6,0,45,6,0.6690188646
none,Article 27 of the Convention (art.,0,1951,0,4,0,34,6,0.260710299
none,Artistic impressions are often conveyed through images and situations which may shock or disturb the feelings of a person of average sensitivity.,0,1882,0,1,0,145,22,0.5206643343
none,"As a court of appeal, the Supreme Court did not have full competence to deal de novo with the case, but could only review the first instance judgment for possible legal or manifest factual errors.",0,1519,0,1,0,196,35,0.5521012545
none,"As a general rule, however, it is for the.",0,1347,0,4,0,42,9,0.3453015983
none,"As a result, the applicant remained at the.",0,1449,0,3,0,43,8,0.3297060132
none,As for the question.,0,1327,0,7,0,20,4,0.3656904995
none,"As in Thynne, Wilson and Gunnell (p. 30, para.",0,942,0,6,0,46,9,0.3366518021
none,"As regards the Inquest proceedings, the Government submit that.",0,1210,0,3,0,63,9,0.3152924478
none,"As regards the content of the law itself, the Court observes that the English law of blasphemy does not prohibit the expression, in any form, of views hostile to the Christian religion.",0,1899,0,1,0,185,32,0.4603505731
none,"As regards the merits of the complaint, the Government, referring.",0,1366,0,3,0,66,10,0.296792686
none,As regards the refusal of permission to the applicant's solicitor.,0,1235,0,2,0,66,10,0.3956077099
none,"As she disclosed in her evidence to the High Court, she had visited the USA and had contacts with her brothers there (see paragraph 19 above).",0,1613,0,1,0,142,26,0.4536789656
none,"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",0,1758,0,1,0,121,21,0.422880441
none,"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",0,1806,0,1,0,121,21,0.422880441
none,"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",0,871,0,1,0,121,21,0.422880441
none,"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",0,516,0,1,0,121,21,0.422880441
none,"As the observations filed by the intervenors (see paragraph 5 above) show, blasphemy legislation is still in force in various European countries.",0,1887,0,1,0,145,22,0.5019791722
none,As to Articles 6 and 13 (Art.,0,91,0,3,0,29,7,0.3020794094
none,"As to the present case, the terrorist campaign in Northern Ireland, the carnage it has caused over the years and the active engagement of the Provisional IRA in that campaign are established beyond doubt.",0,1601,0,1,0,204,34,0.4895500839
none,"At no time, however, did the applicant rely on Article 10 of the Convention (art.",0,1926,0,2,0,81,15,0.3231594861
none,At one stage he was even brought to.,0,1454,0,2,0,36,8,0.3613050282
none,"At the hearing the Government's representative also identified three other kinds of more specific ""objective evidence"", namely the conviction of the first applicant's brothers, her contacts with them and her visits to America.",0,1723,0,1,0,226,33,0.478587836
none,Austrian criminal courts on the one hand and Austrian administrative.,0,1400,3,5,149,218,10,0.3227484822
none,Austrian reservations to Articles 5 and 6 (Art.,0,1405,2,10,132,179,8,0.2921691537
none,"But judges also are human, and may, in a human way, quite unwittingly identify offence to self with obstruction to law.",0,1502,0,1,0,119,21,0.5235583186
none,But there is one important distinction to be made.,0,1936,0,2,0,50,9,0.510052979
none,By then they have formed new social ties there and have definitively begun to adapt themselves to their new homeland.,0,580,0,1,0,117,20,0.5345085263
none,Certainly the Convention enforcement bodies may not create by way of interpretation of Article 6 para.,0,461,0,3,0,102,16,0.3326453269
none,Commission considers that also the access restrictions now complained.,0,1329,4,8,191,261,9,0.3054418862
none,Commission is further aware that this provision has been considered by.,0,1325,1,5,6,77,11,0.3150371611
none,"Consequently, States are dispensed from answering before an international body for their acts before they have had an opportunity to put matters right through their own legal systems.",0,243,0,1,0,183,28,0.5715456605
none,"Consequently, decisions of State authorities hindering such enjoyment in principle amount to an infringement of the State's obligation to respect the family life of those concerned.",0,578,2,3,308,489,26,0.6339082718
none,"Consequently, the Commission finds that the remedy cannot realistically.",0,1199,0,2,0,72,10,0.4250308573
none,"Constitution, the Government consider that, although the provision.",0,1389,2,5,56,123,8,0.2629505694
none,"Constitution, the Government consider that, although the provision.",0,1169,2,8,56,123,8,0.2629505694
none,Constitutional Court's jurisdiction has been limited subsequ.,0,1391,1,4,51,112,7,0.3942905366
none,Contracting States should enjoy a wide margin of appreciation to consider all the public-policy options.,0,646,0,3,0,104,16,0.6373559833
none,"Contracting States, there is no ground on which the Commission in its.",0,1189,2,5,89,159,12,0.2970512807
none,Convention and questions concerning the competence of the Commission.,0,1405,6,10,264,333,9,0.3056105971
none,Convention imposes an obligation on the Contracting States not to.,0,1357,3,6,68,134,10,0.4548813403
none,Convention in respect of Bulgaria.,0,1427,3,4,200,234,5,0.341383338
none,"Convention that the Supreme Court, when considering his appeal on.",0,1458,2,5,58,124,10,0.2988537252
none,"Convention, the Austrian declaration to Protocol No.",0,1405,4,10,195,247,7,0.2919861972
none,"Coroner exercised his discretion to allow certain questions, despite.",0,1211,6,8,415,484,9,0.3310495019
none,Corporal D. did not have a precise recollection as to the content of the questions put to Mrs Murray.,0,1637,0,1,0,101,19,0.3519203067
none,"Court H.R.,
 Kruslin judgment of 24 April 1990, Series A no.",0,1326,1,4,17,77,12,0.3534799516
none,"Court H.R., Adolf judgment of 26 March 1982,
 

 Series A No.",0,1145,3,8,14,74,12,0.3200975657
none,"Court H.R., Cardot.",0,1257,1,5,12,31,4,0.3227938116
none,"Court H.R., Castells judgment of 23 April 1992, Series A no.",0,50,1,4,241,301,12,0.3521600366
none,"Court H.R., De Jong,
 Baljet and Van den Brink judgment of 22 May 1984, Series A no.",0,99,2,7,10,94,18,0.3141105771
none,"Court H.R., De Jong,
 Baljet and Van den Brink judgment of 22 May 1984, Series A no.",0,119,2,7,10,94,18,0.3141105771
none,"Court H.R., Guzzardi judgment of 6 November 1980, Series A no.",0,51,2,5,241,303,12,0.3495995998
none,"Court H.R., Klaas judgment of 22 September 1993,
 Series A no.",0,1256,1,5,6,68,12,0.3720375299
none,"Court H.R., Marckx.",0,1278,4,8,191,210,4,0.3170349002
none,"Court H.R., Olsson judgment of 24 March 1988, Series A no.",0,1286,2,6,11,69,12,0.3675419986
none,"Court H.R., Unterpertinger.",0,1255,2,6,16,43,4,0.3587332964
none,"Court H.R., Vernillo judgment of 20 February 1991, Series A no.",0,1307,1,4,13,76,12,0.3482480645
none,Court Organisation Act cannot be considered as an effective remedy to.,0,1365,2,8,75,145,12,0.3454316258
none,Court was decided upon in May 1993 following an oral hearing.,0,1303,1,2,54,115,11,0.4361337125
none,"Despite the distance, in geographical terms, between them, the applicant has made a number of visits to Turkey, the last of these being in July and August 1995 (see paragraph 19 above).",0,547,0,1,0,185,32,0.4213628769
none,Detained persons are in a vulnerable position and the authorities are under a duty to protect them.,0,747,0,1,0,99,17,0.6663060188
none,During this time he had sustained severe injuries requiring hospital treatment (see paragraph 23 above).,0,251,0,1,0,104,15,0.6377469301
none,"Elements of the latter kind, he claimed, had been provided which should be capable of so satisfying an objective observer.",0,1719,0,1,0,122,20,0.4636881053
none,"England and Wales and that in Northern Ireland, based as it was solely.",0,1231,1,4,57,128,13,0.4257484078
none,"English translation by W. and E. Muir from the German original Der Prozess - Penguin reprint 1953, p. 18.",0,1715,0,1,0,105,18,0.3762744367
none,Ersin has always lived in Turkey (see paragraph 19 above).,0,563,0,1,0,58,10,0.3620069921
none,"Even if there had been an interference with the applicants' private lives, it was in accordance with the law and necessary for overwhelming reasons of public interest (pp.",0,1115,0,2,0,171,28,0.4173002243
none,"Even though the Inspectors' role may in theory have been investigative, the manner in which they performed their functions in the present case was in fact determinative.",0,454,0,1,0,169,27,0.5329306722
