,id,argument,argument_id,name,argument_pegasus
111,112,"Given that these circumstances do not disclose any indication
of a delay on the part of the applicant in introducing his application
once it must have become apparent that no redress for his complaints
was forthcoming, the Commission considers that the relevant date for
the purposes of the six months time limit should not be considered to
be a date earlier than February 1994.",112,02.txt,The Commission considers that the date on which the applicant submitted his complaint was February 1994.
112,113,"In such a situation, the six months
period might be calculated from the time when the applicant becomes
aware, or should have become aware, of these circumstances",113,02.txt,"The period of time between the date of application and the date on which the decision is made is known as the ""six months period""."
113,114,"In these
circumstances, the question arises whether the complaints insofar as
they relate to specific acts carried out on 13 November 1993 have been
introduced out of time, given that the application was introduced on
30 June 1993.",114,02.txt,An application has been made to the Court of Appeal for a ruling on whether complaints brought against the Northern Ireland Executive by the Irish Congress of Trade Unions (ICTU) between 13 November 1993 and 30 June 1993 were brought out of time.
114,115,"The Commission does not deem it necessary to determine whether
there exists an administrative practice on the part of Turkish
authorities tolerating abuses of human rights of the kind alleged by
the applicants, because it agrees with the applicants that it has not
been established that they had at their disposal adequate remedies
under the state of emergency to deal effectively with their complaints.",115,03.txt,The European Commission has decided not to open an investigation into Turkey's state of emergency.
115,116,"In the present case, the Government have not provided any
additional information which might lead the Commission to depart from
the above conclusions in respect of remedies available for the
destruction of homes and property in villages and towns.",116,03.txt,The Commission has concluded that:
116,117,"The Commission recalls that Article 26 (Art. 26) of the
Convention only requires the exhaustion of such remedies which relate
to the breaches of the Convention alleged and at the same time can
provide effective and sufficient redress.",117,03.txt,The European Commission has taken note of the decision by the Court of Justice of the European Union (CJEU) to grant leave to appeal against the decision by the European Court of Human Rights (ECHR) to grant leave to appeal against the decision by the European Court of Human Rights (ECHR) to grant
117,118,"An applicant does not need
to exercise remedies which, although theoretically of a nature to
constitute remedies, do not in reality offer any chance of redressing
the alleged breach.",118,03.txt,The Court of Appeal has held that a breach of the Data Protection Act does not require an application for judicial review.
118,119,"(cf. Eur. Court H.R., De Jong,
Baljet and Van den Brink judgment of 22 May 1984, Series A no. 77, p.
18, para. 36, and Nos. 14116/88 and 14117/88, Sargin and Yagci v.
Turkey, Dec. 11.05.89, D.R. 61 p. 250, 262).",119,03.txt,The European Court of Human Rights (ECHR) has ruled that the European Convention on Human Rights (ECHR) does not apply to Turkey.
119,120,"It is furthermore established that the burden of
proving the existence of available and sufficient domestic remedies
lies upon the State invoking the rule ",120,03.txt,The Court of Appeal for the Supreme Court has held that the State has no power to invoke the European Convention on Human Rights (ECHR) in relation to domestic violence.
120,121,"The Commission does not deem it necessary to determine whether
there exists an administrative practice on the part of Turkish
authorities tolerating abuses of human rights of the kind alleged by
the applicants, because it agrees with the applicants that it has not
been established that they had at their disposal adequate remedies
under the state of emergency to deal effectively with their complaints.",121,03.txt,The European Commission has decided not to open an investigation into Turkey's state of emergency.
