kp,argument,match_score
The applicant also complains of degrading treatment contrary to.,This is the more to be regretted as this differentiation is contrary to the Court's case-law .,0.986000955104828
"(see, inter alia and mutatis mutandis, the following judgments:","See, inter alia, the Le Compte, Van Leuven and De Meyere v. Belgium judgment of 23 June 1981, Series A no.,53; the Albert and Le Compte v. Belgium judgment of 10 February 1983, Series A no.,30; see also the Diennet v. France judgment of 26 September 1995, Series A no.",0.9972991347312928
"Having regard to all these considerations,",The applicant considered that the law of blasphemy was so uncertain that it was inordinately difficult to establish in advance whether in the eyes of a jury a particular publication would constitute an offence.,0.9864938259124756
"The applicable principles are, nonetheless, similar.",it was a feature common to most laws and legal systems that tribunals may reach different conclusions even when applying the same law to the same facts.,0.996849000453949
"(see, inter alia and mutatis mutandis, the following judgments:","The Court reiterates that, according to its case-law, the relevant national ""law"", which includes both statute and common law (see, inter alia, the Sunday Times v. the United Kingdom (no.,1) judgment of 26 April 1979, Series A no.",0.9951112866401672
"(see, inter alia and mutatis mutandis, the following judgments:","37, and the Goodwin v. the United Kingdom judgment of 27 March 1996, Reports of Judgments and Decisions 1996-II, pp.",0.9884465932846068
"Having regard to all these considerations,",The Court recognises that the offence of blasphemy cannot by its very nature lend itself to precise legal definition.,0.9876213669776917
Everyone has the right to the freedom of expression.,"In his submission, the expression ""rights of others"" in the present context only refers to an actual, positive right not to be offended.",0.9995869994163512
Everyone has the right to the freedom of expression.,It does not include a hypothetical right held by some Christians to avoid disturbance at the prospect of other people's viewing the video work without being shocked.,0.9889305233955384
Everyone has the right to the freedom of expression.,The extent to which English law protects other beliefs is not in issue before the Court which must confine its attention to the case before it,0.9985284805297852
Everyone has the right to the freedom of expression.,The extent to which English law protects other beliefs is not in issue before the Court which must confine its attention to the case before it,0.9985284805297852
Everyone has the right to the freedom of expression.,The Court recalls that freedom of expression constitutes one of the essential foundations of a democratic society.,0.999692440032959
Everyone has the right to the freedom of expression.,As paragraph 2 of Article 10 (art.,0.997740626335144
The applicant filed an appeal.,"Moreover, it was open to the applicant to challenge the decision of the Appeals Committee in proceedings for judicial review (see paragraph 30 above).",0.9991703033447266
"Having regard to all these considerations,",In this regard the scope of the offence of blasphemy and the safeguards inherent in the legislation are especially important.,0.9120204448699952
In the light of the reasons.,"It is against this background that the asserted justification under Article 10 para.,10-2) in the decisions of the national authorities must be considered.",0.9861575365066528
"Having regard to all these considerations,",The risk that any Christian would unwittingly view the video was therefore substantially reduced and so was the need to impose restrictions on its distribution.,0.9170052409172058
No such action has been brought.,In the present case no complaint had been made to the European Court under that Article (art.,0.9951977133750916
Everyone has the right to the freedom of expression.,Section 7 of the Video Recordings Act 1984,0.9941114783287048
In the light of the reasons.,"Of course, anything so decided by such authority needs reasonable justification and must not be arbitrary.",0.9894140958786012
Everyone has the right to the freedom of expression.,"I am unable to agree with the conclusion of the majority that the interference with the applicant's right to freedom of expression was ""necessary in a democratic society"".",0.9996404647827148
Everyone has the right to the freedom of expression.,In cases of prior restraint (censorship) there is interference by the authorities with freedom of expression even though the members of the society whose feelings they seek to protect have not called for such interference.,0.999382495880127
"the ""protection of the reputation or rights of others"".",The interference is based on the opinion of the authorities that they understand correctly the feelings they claim to protect.,0.9959347248077391
"The applicable principles are, nonetheless, similar.","The law of blasphemy only protects the Christian religion and, more specifically, the established Church of England (see paragraph 28 of the judgment).",0.9623411893844604
Everyone has the right to the freedom of expression.,"As the Court has consistently held, the guarantees enshrined in Article 10 (art.,10) apply not only to information or ideas that are favourably received or regarded as inoffensive, but also to those that shock or disturb.",0.9980261921882628
No such action has been brought.,In the United Kingdom only two prosecutions concerning blasphemy have been brought in the last seventy years (see paragraph 27 above).,0.9996856451034546
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Otto-Preminger-Institut judgment cited above at paragraph 46, p. 19, para.",0.9974721074104308
Everyone has the right to the freedom of expression.,"As regards the content of the law itself, the Court observes that the English law of blasphemy does not prohibit the expression, in any form, of views hostile to the Christian religion.",0.9806556701660156
"(see, inter alia and mutatis mutandis, the following judgments:","As the English courts have indicated (see paragraph 27 above), it is the manner in which views are advocated rather than the views themselves which the law seeks to control.",0.9897878170013428
"Having regard to all these considerations,","The extent of insult to religious feelings must be significant, as is clear from the use by the courts of the adjectives ""contemptuous"", ""reviling"", ""scurrilous"", ""ludicrous"" to depict material of a sufficient degree of offensiveness.",0.9398500323295592
"the ""protection of the reputation or rights of others"".","The Court notes, firstly, that the applicant was convicted by the Greek courts of disturbing, through his writings, the public peace and the peace of the citizens of Western Thrace.",0.9856874346733092
"(see, inter alia and mutatis mutandis, the following judgments:","Relying on the Commission's case-law on the question, they submitted that the complaint relating to a violation of Article 10 (art.",0.9819960594177246
the application is of such general interest,"Moreover, the applicant's case was an isolated one which raised no question of general interest.",0.9779176712036132
"The applicable principles are, nonetheless, similar.","In support of that argument he referred to the very terms of the Government's application bringing the case before the Court, in which they had declared:",0.9835542440414428
The Commission finds that these complaints raise complex issues.,"""the case concerns important national issues and also raises complex legal problems, since it affects the Muslim minority in Western Thrace"".",0.9996588230133056
"The applicable principles are, nonetheless, similar.",That principle is reflected in the rule set forth in Article 26 (art.,0.9980667233467102
"(see, inter alia and mutatis mutandis, the following judgments:","(see the De Wilde, Ooms and Versyp v. Belgium judgment of 18 June 1971, Series A no.",0.9356930255889891
Everyone has the right to the freedom of expression.,"Accordingly, it recognised that Article 26 (art.",0.9912772178649902
"(see, inter alia and mutatis mutandis, the following judgments:","(see the De Wilde, Ooms and Versyp v. Belgium judgment of 18 June 1971, Series A no.",0.9356930255889891
Regarding the alleged violation of Article 5 para.,1 of the Constitution - see paragraph 19 above).,0.9683940410614014
"The applicable principles are, nonetheless, similar.","It further notes that Article 10 of the Convention (art.,10) is directly applicable;",0.9900593161582948
The applicant has therefore exhausted domestic remedies and also.,10) in the Greek courts and complained of a violation thereof in his case.,0.9995248317718506
"The applicable principles are, nonetheless, similar.","10), or on arguments to the same or like effect based on domestic law, in the courts dealing with his case.",0.9995920062065125
"(see, inter alia and mutatis mutandis, the following judgments:","(see the Van Oosterwijck v. Belgium judgment of 6 November 1980, Series A no.",0.9195988178253174
The applicant has therefore exhausted domestic remedies and also.,"The Government submitted that Mr Ahmet Sadik had not exhausted domestic remedies, not having raised before the national courts, even in substance, the complaint relating to a violation of Article 10 (art.",0.9997345805168152
Everyone has the right to the freedom of expression.,"However, no judicial authority in Greece was disposed to affirm that a member of the ""Turkish minority"" enjoyed such a right.",0.9796603322029114
"The applicable principles are, nonetheless, similar.",10) is directly applicable under Greek law.,0.9994480013847352
The Order merely allows the trier of fact.,"10), that is: should have critically examined whether their findings of fact and their reasoning were sufficiently solid to justify convincingly the interference with the applicant's freedom of expression.",0.9829633235931396
"(see, inter alia and mutatis mutandis, the following judgments:","Consequently, my starting-point is that the Greek Supreme Court, when dealing with the applicant's appeal against his conviction by the Patras Court of Appeal, in principle could and should have applied Article 10 (art.,10) - as interpreted in the case-law of the European Court of Human Rights - ex officio (see paragraph 11 above).",0.9954511523246764
Everyone has the right to the freedom of expression.,"Article 27 of the Convention (art.,27) requires a flexible interpretation without excessive regard for matters of form (see the Guzzardi v. Italy judgment of 6 November 1980, Series A no.",0.9753597378730774
