,arg_id,argument,topic,stance,sents,sents_with_scores
3399,arg_18_166,urbanization is bad for local communities.,We should fight urbanization,1,['urbanization is bad for local communities.'],"[('urbanization is bad for local communities.', 0.846143901348114)]"
3400,arg_18_167,urbanization is causing more pollution and hurting the environment,We should fight urbanization,1,['urbanization is causing more pollution and hurting the environment'],"[('urbanization is causing more pollution and hurting the environment', 0.928841233253479)]"
3401,arg_18_168,"urbanization is destroying green resources, and we should really care more about our planet rather than new constructions.",We should fight urbanization,1,"['urbanization is destroying green resources, and we should really care more about our planet rather than new constructions.']","[('urbanization is destroying green resources, and we should really care more about our planet rather than new constructions.', 0.9286838173866272)]"
3402,arg_18_169,urbanization is destroying natural habitats for animals leading them to decrease populations. destroying trees are harming air quality.,We should fight urbanization,1,"['urbanization is destroying natural habitats for animals leading them to decrease populations.', 'destroying trees are harming air quality.']","[('urbanization is destroying natural habitats for animals leading them to decrease populations.', 0.9311256408691406), ('destroying trees are harming air quality.', 0.8058148622512817)]"
3403,arg_18_170,urbanization is destroying our natural habitat by over-expanding humans reach. we need to scale back rather than continuing to destroy our environment.,We should fight urbanization,1,['urbanization is destroying our natural habitat by over-expanding humans reach.'],"[('urbanization is destroying our natural habitat by over-expanding humans reach.', 0.9026944041252136)]"
3404,arg_18_171,urbanization is destroying the countryside and the habitat of many animals.,We should fight urbanization,1,['urbanization is destroying the countryside and the habitat of many animals.'],"[('urbanization is destroying the countryside and the habitat of many animals.', 0.9260787963867188)]"
3405,arg_18_172,urbanization is destructive to nature and soon we will have none left if we aren't careful.,We should fight urbanization,1,"[""urbanization is destructive to nature and soon we will have none left if we aren't careful.""]","[(""urbanization is destructive to nature and soon we will have none left if we aren't careful."", 0.9059333801269531)]"
3406,arg_18_173,"urbanization is killing off habitats and therefore, animals overall",We should fight urbanization,1,"['urbanization is killing off habitats and therefore, animals overall']","[('urbanization is killing off habitats and therefore, animals overall', 0.8948462009429932)]"
3407,arg_18_174,urbanization is killing off nature and its habitants,We should fight urbanization,1,['urbanization is killing off nature and its habitants'],"[('urbanization is killing off nature and its habitants', 0.7456406354904175)]"
3408,arg_18_175,urbanization is leading to overpopulation in the cities,We should fight urbanization,1,['urbanization is leading to overpopulation in the cities'],"[('urbanization is leading to overpopulation in the cities', 0.9458791613578796)]"
3409,arg_18_176,"urbanization is leading to pollution, traffic congestion, and dense populations. this puts pressure on every infrastructure, and forces prices of everything to rise. cities have trouble meeting basic needs",We should fight urbanization,1,"['urbanization is leading to pollution, traffic congestion, and dense populations.', 'this puts pressure on every infrastructure, and forces prices of everything to rise.', 'cities have trouble meeting basic needs']","[('urbanization is leading to pollution, traffic congestion, and dense populations.', 0.9833803772926331), ('this puts pressure on every infrastructure, and forces prices of everything to rise.', 0.8958473205566406), ('cities have trouble meeting basic needs', 0.7885284423828125)]"
